keyword,search_volume,keyword_difficulty,cpc,main_intent,opportunity_score,cluster
river run country club nc,3600,0,0.6,navigational,1.1448,run_club
river run country club north carolina,3600,1,0.6,navigational,1.1334,run_club
big run golf club,3600,0,0.44,navigational,1.1275,run_club
apple watch nike run club app,1000,27,0,commercial,1.095,run_club
brooks run club members,720,0,2.65,informational,1.093,run_club
slow af run club,720,6,0.71,commercial,1.0873,run_club
turtle run golf club danville illinois,720,0,0,commercial,1.08,run_club
mile high run club noho,720,0,0,commercial,1.08,run_club
turtle run golf club danville il,720,0,0,commercial,1.08,run_club
moose run golf club,3600,1,0,navigational,1.0692,run_club
run club long beach,720,1,0,commercial,1.0692,run_club
diplo's run club miami,880,0,0,informational,1.056,run_club
river run country club,3600,8,0.6,navigational,1.0532,run_club
gunna run club,880,2,0,informational,1.0349,run_club
bermuda run country club,2900,0,1.41,navigational,0.9927,run_club
olsen run comedy club and lounge,2900,0,1.38,navigational,0.9901,run_club
nike run club app for apple watch,1000,34,0,commercial,0.99,run_club
fox run golf club,3600,24,2.06,navigational,0.9899,run_club
river run country club davidson,3600,14,0.6,navigational,0.9845,run_club
austin run club,1600,0,10.28,navigational,0.9734,run_club
rooster run golf club,2900,0,1.02,navigational,0.9587,run_club
sandy run country club,2900,0,0.51,navigational,0.9144,run_club
pheasant run swim club,590,0,0,commercial,0.885,run_club
olsen run comedy club,2900,0,0,navigational,0.87,run_club
chariot run golf club,2900,0,0,navigational,0.87,run_club
bucks run golf club,2400,9,3.26,navigational,0.8688,run_club
run club logos,590,0,1.84,informational,0.8383,run_club
nike run club training plans,720,24,9.06,transactional,0.8344,run_club
panther's run golf club,2400,0,1.32,navigational,0.815,run_club
run club names,590,0,1.28,informational,0.7986,run_club
panther run golf club,2400,0,0.74,navigational,0.7733,run_club
river run golf club berlin md,880,0,0.94,transactional,0.7702,run_club
how to run book club,720,15,0.39,informational,0.763,run_club
how to run a book club,720,15,0.39,informational,0.763,run_club
spring run club,2400,10,1.64,navigational,0.7543,run_club
how do you run a book club,720,15,0.25,informational,0.7528,run_club
apple watch nike run club,590,15,0,commercial,0.7522,run_club
indian run golf club,2400,0,0.33,navigational,0.7438,run_club
wolf run golf club,2400,2,0.52,navigational,0.7423,run_club
cypress run golf club,1900,0,2.87,navigational,0.7336,run_club
nike run club marathon training plan,720,14,4.7,transactional,0.7282,run_club
nike run club 5k training plan,720,9,3.76,transactional,0.7212,run_club
spring run golf club,2400,17,1.64,navigational,0.6956,run_club
brooks run club,1900,0,2.2,navigational,0.6954,run_club
is nike run club free,590,26,0,commercial,0.6549,run_club
run club shirt,720,0,0.7,transactional,0.6163,run_club
run club shirts,720,0,0.66,transactional,0.614,run_club
chicago run club,880,0,13.1,navigational,0.6098,run_club
los angeles run club,1300,1,5.49,navigational,0.5981,run_club
roses run country club,1900,0,0.39,navigational,0.5922,run_club
dallas run club,1900,13,1.88,navigational,0.5891,run_club
atlanta run club,1600,5,2.77,navigational,0.5823,run_club
la run club,1300,4,5.49,navigational,0.5799,run_club
nike run club apple watch app,1000,28,0,transactional,0.576,run_club
elk run golf club,1600,0,1.18,navigational,0.5366,run_club
run club houston,1300,10,4.93,navigational,0.524,run_club
run club seattle,1000,6,8.36,navigational,0.5178,run_club
fox run country club sc,1600,0,0.44,navigational,0.5011,run_club
run club chicago,880,0,8.92,navigational,0.4995,run_club
quail run golf club,1600,12,1.64,navigational,0.4917,run_club
houston run club,1300,11,4.14,navigational,0.4908,run_club
jamaica run golf club,1600,0,0.21,navigational,0.4901,run_club
white deer run golf club,1600,0,0,navigational,0.48,run_club
keene run golf club,1600,0,0,navigational,0.48,run_club
birch run golf club,1600,0,0,navigational,0.48,run_club
winters run golf club,1600,2,0,navigational,0.4704,run_club
denver run club,880,0,7.42,navigational,0.4599,run_club
central park run club,590,0,15.98,navigational,0.4598,run_club
fox run country club,1600,9,0.44,navigational,0.456,run_club
venice run club,1600,9,0,navigational,0.4368,run_club
seattle run club,1000,9,5.55,navigational,0.4245,run_club
run club sf,1000,0,3.9,navigational,0.417,run_club
nike run club and apple watch,590,13,0,transactional,0.4106,run_club
san francisco run club,1000,0,2.04,navigational,0.3612,run_club
charlotte run club,880,5,4.14,navigational,0.3546,run_club
dc run club,880,6,4.14,navigational,0.3509,run_club
club run & jump,1000,0,1.64,navigational,0.3492,run_club
miami run club,720,0,5.79,navigational,0.3411,run_club
orlando run club,720,0,5.59,navigational,0.3367,run_club
hunters run golf club,1000,3,1.22,navigational,0.3265,run_club
wildcat run golf & country club,1000,9,1.78,navigational,0.3216,run_club
boston run club,880,12,3.77,navigational,0.3199,run_club
raw dawg run club,1000,0,0,navigational,0.3,run_club
san antonio run club,720,1,3.57,navigational,0.2902,run_club
wildcat run golf and country club,1000,26,3.01,navigational,0.2888,run_club
diplo's run club nyc,1000,4,0,navigational,0.288,run_club
run club san antonio,720,3,3.57,navigational,0.2843,run_club
river run golf club,880,3,0.94,navigational,0.2802,run_club
river run golf club md,880,5,0.97,navigational,0.2751,run_club
san diego run club,720,0,2.57,navigational,0.2715,run_club
honey run golf club,880,0,0.25,navigational,0.2706,run_club
philly run club,720,0,2.52,navigational,0.2704,run_club
run club tampa,720,0,2.34,navigational,0.2665,run_club
quail run racquet club,880,0,0,navigational,0.264,run_club
pike run golf club,880,0,0,navigational,0.264,run_club
squirrel run country club,880,0,0,navigational,0.264,run_club
buena vista social club run time,880,5,0.44,navigational,0.2618,run_club
philadelphia run club,720,3,2.47,navigational,0.2613,run_club
run club miami,720,0,2.08,navigational,0.2609,run_club
club river run,720,0,1.87,navigational,0.2564,run_club
brickell run club,880,3,0,navigational,0.2561,run_club
sunday run club,720,0,1.51,navigational,0.2486,run_club
bay area run club,590,0,3.43,navigational,0.2377,run_club
tampa run club,720,0,0.54,navigational,0.2277,run_club
lakeview run club,720,0,0,navigational,0.216,run_club
turtle run golf club,720,0,0,navigational,0.216,run_club
long beach run club,720,0,0,navigational,0.216,run_club
newport run club,720,0,0,navigational,0.216,run_club
marina run club,720,0,0,navigational,0.216,run_club
chattanooga run club,720,0,0,navigational,0.216,run_club
deep run hunt club,720,0,0,navigational,0.216,run_club
run club logo,590,0,1.56,navigational,0.2046,run_club
greenville run club,720,7,0,navigational,0.2009,run_club
fort worth run club,590,7,1.98,navigational,0.1972,run_club
river run club,720,15,0.19,navigational,0.1871,run_club
bites run club,590,0,0.24,navigational,0.1812,run_club
chesapeake run golf club,590,0,0,navigational,0.177,run_club
omaha run club,590,14,0,navigational,0.1522,run_club
columbia run club,590,14,0,navigational,0.1522,run_club
